MsCode,DemCode,EstCode,Year,Estimate,SE,LowerCIB,UpperCIB,Flag
MEASB,ETHG05,E_Number_diff,2020,1.3,4.5,-3.3,5.8,
MEASB,ETHG06,A_Proportion,2020,12.8,9.1,3.7,21.9,
MEASB,ETHG06,B_Number,2020,1.8,1.3,0.5,3.1,
MEASB,ETHG06,C_Population,2020,14.2,3.9,10.4,18.1,
MEASB,ETHG06,D_Proportion_diff,2020,-19.8,13.6,-33.4,-6.2,
MEASB,ETHG06,E_Number_diff,2020,-5.5,3.3,-8.8,-2.2,
MEASB,ETHG99,A_Proportion,2020,17.8,1.3,16.5,19.1,
MEASB,ETHG99,B_Number,2020,203.3,15,188.3,218.4,
MEASB,ETHG99,C_Population,2020,1144.1, , , ,NA
MEASB,ETHG99,D_Proportion_diff,2020,-0.6,1.7,-2.3,1.2,
MEASB,ETHG99,E_Number_diff,2020,-4.4,19.9,-24.3,15.5,
MEASB,REGC01,A_Proportion,2020,21.1,6.8,14.3,27.8,
MEASB,REGC01,B_Number,2020,8.8,3.3,5.5,12.2,
MEASB,REGC01,C_Population,2020,42,4.5,37.5,46.5,
MEASB,REGC01,D_Proportion_diff,2020,-1.5,9.5,-11,8,
MEASB,REGC01,E_Number_diff,2020,-1.6,4.6,-6.2,3,
MEASB,REGC02,A_Proportion,2020,20.7,2,18.6,22.7,
MEASB,REGC02,B_Number,2020,83.6,8.7,74.9,92.3,
MEASB,REGC02,C_Population,2020,404.6,13,391.6,417.6,
MEASB,REGC02,D_Proportion_diff,2020,0.7,2.8,-2.2,3.5,
MEASB,REGC02,E_Number_diff,2020,8.7,11.7,-3,20.4,
MEASB,REGC03,A_Proportion,2020,19.7,4.6,15.1,24.4,
MEASB,REGC03,B_Number,2020,24.1,6.3,17.8,30.5,
MEASB,REGC03,C_Population,2020,122.2,7,115.2,129.2,
MEASB,REGC03,D_Proportion_diff,2020,-0.3,4.8,-5.1,4.6,
MEASB,REGC03,E_Number_diff,2020,0.3,6.7,-6.4,7.1,
MEASB,REGC04,A_Proportion,2020,16.2,4.7,11.5,20.8,
MEASB,REGC04,B_Number,2020,12.7,4,8.7,16.7,
MEASB,REGC04,C_Population,2020,78.6,5.5,73,84.1,
MEASB,REGC04,D_Proportion_diff,2020,-4.7,6.5,-11.1,1.8,
MEASB,REGC04,E_Number_diff,2020,-4.3,5.5,-9.8,1.2,
MEASB,REGC05,A_Proportion,2020,14.3,5.3,9,19.5,
MEASB,REGC05,B_Number,2020,7.2,2.9,4.3,10.1,
MEASB,REGC05,C_Population,2020,50.3,4.8,45.5,55.2,
MEASB,REGC05,D_Proportion_diff,2020,-0.6,7,-7.6,6.4,
MEASB,REGC05,E_Number_diff,2020,-1,3.9,-4.9,2.9,
MEASB,REGC06,A_Proportion,2020,16.5,7.6,8.8,24.1,
MEASB,REGC06,B_Number,2020,5.4,2.5,2.8,7.9,
MEASB,REGC06,C_Population,2020,32.6,3.1,29.5,35.7,
MEASB,REGC06,D_Proportion_diff,2020,-4,10.3,-14.3,6.3,
MEASB,REGC06,E_Number_diff,2020,-0.7,3.4,-4.1,2.7,
MEASB,REGC07,A_Proportion,2020,13.3,3.8,9.5,17.2,
MEASB,REGC07,B_Number,2020,7.7,2.3,5.3,10,
MEASB,REGC07,C_Population,2020,57.7,4.8,52.9,62.5,
MEASB,REGC07,D_Proportion_diff,2020,-4.2,6.3,-10.4,2.1,
MEASB,REGC07,E_Number_diff,2020,-2.8,3.8,-6.7,1,
MEASB,REGC08,A_Proportion,2020,13.4,3.4,9.9,16.8,
MEASB,REGC08,B_Number,2020,14.4,3.9,10.5,18.3,
MEASB,REGC08,C_Population,2020,107.7,9.1,98.6,116.8,
MEASB,REGC08,D_Proportion_diff,2020,-1.5,4.7,-6.1,3.2,
MEASB,REGC08,E_Number_diff,2020,-2.5,5.5,-8,3.1,
MEASB,REGC09,A_Proportion,2020,14,6.3,7.7,20.4,
MEASB,REGC09,B_Number,2020,5.4,2.7,2.7,8,
MEASB,REGC09,C_Population,2020,38.1,5,33.1,43.1,
MEASB,REGC09,D_Proportion_diff,2020,-2.4,8,-10.5,5.6,
MEASB,REGC09,E_Number_diff,2020,-1.5,3.3,-4.8,1.9,
MEASB,REGC10,A_Proportion,2020,17,3.2,13.8,20.3,
MEASB,REGC10,B_Number,2020,23.7,4.4,19.2,28.1,
MEASB,REGC10,C_Population,2020,138.9,11.3,127.6,150.2,
MEASB,REGC10,D_Proportion_diff,2020,1.9,4,-2.1,5.9,
MEASB,REGC10,E_Number_diff,2020,3.1,5.8,-2.7,9,
MEASB,REGC11,A_Proportion,2020,14.3,6.4,7.9,20.7,
MEASB,REGC11,B_Number,2020,6.9,3.2,3.6,10.1,
MEASB,REGC11,C_Population,2020,47.8,6.5,41.3,54.3,
MEASB,REGC11,D_Proportion_diff,2020,-2.8,7.7,-10.5,4.9,
MEASB,REGC11,E_Number_diff,2020,-2,4.1,-6.1,2,
MEASB,REGC12,A_Proportion,2020,15.2,7.7,7.4,22.9,
MEASB,REGC12,B_Number,2020,3.6,1.8,1.7,5.4,
MEASB,REGC12,C_Population,2020,23.6,2.1,21.4,25.7,
MEASB,REGC12,D_Proportion_diff,2020,-0.2,9.7,-9.8,9.5,
MEASB,REGC12,E_Number_diff,2020,-0.2,2.4,-2.6,2.2,
MEASB,REGC99,A_Proportion,2020,17.8,1.3,16.5,19.1,
MEASB,REGC99,B_Number,2020,203.3,15,188.3,218.4,
MEASB,REGC99,C_Population,2020,1144.1, , , ,NA
MEASB,REGC99,D_Proportion_diff,2020,-0.6,1.7,-2.3,1.2,
MEASB,REGC99,E_Number_diff,2020,-4.4,19.9,-24.3,15.5,
MEASC,DISD01,A_Proportion,2020,20.7,3.4,17.3,24.2,
MEASC,DISD01,B_Number,2020,23.8,4.3,19.5,28,
MEASC,DISD01,C_Population,2020,114.5,8.7,105.8,123.2,
MEASC,DISD01,D_Proportion_diff,2020, , , , ,NA
MEASC,DISD01,E_Number_diff,2020, , , , ,NA
MEASC,DISD02,A_Proportion,2020,10.3,1,9.2,11.3,
MEASC,DISD02,B_Number,2020,93.7,9.5,84.2,103.2,
MEASC,DISD02,C_Population,2020,913.1,11.2,901.9,924.2,
MEASC,DISD02,D_Proportion_diff,2020, , , , ,NA
MEASC,DISD02,E_Number_diff,2020, , , , ,NA
MEASC,DISH01,A_Proportion,2020,20.8,2.6,18.2,23.4,
MEASC,DISH01,B_Number,2020,70.6,9.5,61.1,80.2,
MEASC,DISH01,C_Population,2020,339.2,17.4,321.8,356.6,
MEASC,DISH01,D_Proportion_diff,2020, , , , ,NA
MEASC,DISH01,E_Number_diff,2020, , , , ,NA
MEASC,DISH02,A_Proportion,2020,7.6,1,6.6,8.6,
MEASC,DISH02,B_Number,2020,61.1,8.4,52.7,69.5,
MEASC,DISH02,C_Population,2020,803,17.3,785.8,820.3,
MEASC,DISH02,D_Proportion_diff,2020, , , , ,NA
MEASC,DISH02,E_Number_diff,2020, , , , ,NA
MEASC,DISH99,A_Proportion,2020,11.5,1.1,10.5,12.6,
MEASC,DISH99,B_Number,2020,131.7,12.2,119.5,143.9,
MEASC,DISH99,C_Population,2020,1142.3,1.2,1141,1143.5,
MEASC,DISH99,D_Proportion_diff,2020, , , , ,NA
MEASC,DISH99,E_Number_diff,2020, , , , ,NA
MEASC,ETHG01,A_Proportion,2020,9,1.2,7.9,10.2,
MEASC,ETHG01,B_Number,2020,69.8,9,60.8,78.8,
MEASC,ETHG01,C_Population,2020,774.3,20.8,753.5,795.1,
MEASC,ETHG01,D_Proportion_diff,2020,-0.6,1.6,-2.2,1,
MEASC,ETHG01,E_Number_diff,2020,-1.1,12,-13.1,10.9,
MEASC,ETHG02,A_Proportion,2020,19.7,2.4,17.3,22.1,
MEASC,ETHG02,B_Number,2020,57,6.9,50,63.9,
MEASC,ETHG02,C_Population,2020,288.8,13.9,275,302.7,
MEASC,ETHG02,D_Proportion_diff,2020,-2.9,3.5,-6.4,0.6,
MEASC,ETHG02,E_Number_diff,2020,-8.7,10.5,-19.3,1.8,
MEASC,ETHG03,A_Proportion,2020,26.5,4.2,22.2,30.7,
MEASC,ETHG03,B_Number,2020,38.7,7.2,31.5,45.9,
MEASC,ETHG03,C_Population,2020,146.1,14,132,160.1,
MEASC,ETHG03,D_Proportion_diff,2020,-1.7,5.6,-7.3,3.9,
MEASC,ETHG03,E_Number_diff,2020,-1,9.3,-10.3,8.3,
MEASC,ETHG04,A_Proportion,2020,5.8,2.2,3.6,8,
MEASC,ETHG04,B_Number,2020,10.9,4.3,6.7,15.2,
MEASC,ETHG04,C_Population,2020,187.3,16.4,170.9,203.7,
MEASC,ETHG04,D_Proportion_diff,2020,-0.4,2.9,-3.3,2.5,
MEASC,ETHG04,E_Number_diff,2020,-0.4,5.4,-5.8,5,
MEASC,ETHG05,A_Proportion,2020,10,6,3.9,16,
MEASC,ETHG05,B_Number,2020,3.1,1.9,1.2,5,
MEASC,ETHG05,C_Population,2020,30.9,7,23.8,37.9,
MEASC,ETHG05,D_Proportion_diff,2020,-12.8,12.2,-25,-0.5,
MEASC,ETHG05,E_Number_diff,2020,-2,3.1,-5.1,1.1,
MEASC,ETHG06,A_Proportion,2020,8,7.8,0.1,15.8,
MEASC,ETHG06,B_Number,2020,1.2,1.2,0,2.3,
MEASC,ETHG06,C_Population,2020,14.6,3.9,10.7,18.5,
MEASC,ETHG06,D_Proportion_diff,2020,-6.3,13.6,-19.8,7.3,
MEASC,ETHG06,E_Number_diff,2020,-2.1,2.8,-4.9,0.7,
MEASC,ETHG99,A_Proportion,2020,11.5,1.1,10.5,12.6,
MEASC,ETHG99,B_Number,2020,131.7,12.2,119.5,143.9,
MEASC,ETHG99,C_Population,2020,1142.3,1.2,1141,1143.5,
MEASC,ETHG99,D_Proportion_diff,2020,-1.7,1.5,-3.1,-0.2,
MEASC,ETHG99,E_Number_diff,2020,-17.7,16.7,-34.5,-1,
MEASC,REGC01,A_Proportion,2020,15.6,8.2,7.4,23.8,
MEASC,REGC01,B_Number,2020,6.4,3.5,2.9,9.9,
MEASC,REGC01,C_Population,2020,41.2,4.6,36.5,45.8,
MEASC,REGC01,D_Proportion_diff,2020,1.7,9.7,-7.9,11.4,
MEASC,REGC01,E_Number_diff,2020,0.1,4.3,-4.2,4.4,
MEASC,REGC02,A_Proportion,2020,12.3,2.1,10.2,14.4,
MEASC,REGC02,B_Number,2020,49.3,8.8,40.5,58.2,
MEASC,REGC02,C_Population,2020,401.5,13.2,388.2,414.7,
MEASC,REGC02,D_Proportion_diff,2020,-1,2.7,-3.7,1.7,
MEASC,REGC02,E_Number_diff,2020,0,11.2,-11.1,11.2,
MEASC,REGC03,A_Proportion,2020,12.7,3.5,9.2,16.2,
MEASC,REGC03,B_Number,2020,15.6,4.5,11.1,20.1,
MEASC,REGC03,C_Population,2020,122.9,7.7,115.2,130.6,
MEASC,REGC03,D_Proportion_diff,2020,-3.1,4.7,-7.7,1.6,
MEASC,REGC03,E_Number_diff,2020,-3.6,5.9,-9.5,2.3,
MEASC,REGC04,A_Proportion,2020,12.2,5.5,6.8,17.7,
MEASC,REGC04,B_Number,2020,9.6,4.5,5.1,14,
MEASC,REGC04,C_Population,2020,78.2,5.9,72.3,84.1,
MEASC,REGC04,D_Proportion_diff,2020,-1.5,6.2,-7.7,4.7,
MEASC,REGC04,E_Number_diff,2020,-1.8,5.1,-6.9,3.4,
MEASC,REGC05,A_Proportion,2020,9.2,3.1,6.1,12.3,
MEASC,REGC05,B_Number,2020,4.7,1.7,3,6.3,
MEASC,REGC05,C_Population,2020,50.7,5.2,45.4,55.9,
MEASC,REGC05,D_Proportion_diff,2020,-5.4,5.3,-10.7,-0.1,
MEASC,REGC05,E_Number_diff,2020,-3.5,3,-6.4,-0.5,
MEASC,REGC06,A_Proportion,2020,12.9,7.2,5.7,20.2,
MEASC,REGC06,B_Number,2020,4.2,2.4,1.7,6.6,
MEASC,REGC06,C_Population,2020,32.2,3.2,29,35.4,
MEASC,REGC06,D_Proportion_diff,2020,-4.8,9.9,-14.7,5.1,
MEASC,REGC06,E_Number_diff,2020,-1,3.2,-4.2,2.2,
MEASC,REGC07,A_Proportion,2020,15.8,5.3,10.5,21.1,
MEASC,REGC07,B_Number,2020,9.1,3.2,5.9,12.4,
MEASC,REGC07,C_Population,2020,57.9,5,52.9,63,
MEASC,REGC07,D_Proportion_diff,2020,-2,7.1,-9.1,5.1,
MEASC,REGC07,E_Number_diff,2020,-1.6,4.3,-5.8,2.7,
MEASC,REGC08,A_Proportion,2020,7.7,2.6,5.1,10.4,
MEASC,REGC08,B_Number,2020,8.4,2.8,5.5,11.2,
MEASC,REGC08,C_Population,2020,107.9,9.3,98.6,117.2,
MEASC,REGC08,D_Proportion_diff,2020,-1.6,3.5,-5.2,1.9,
MEASC,REGC08,E_Number_diff,2020,-2.2,4,-6.2,1.8,
MEASC,REGC09,A_Proportion,2020,17.5,9.3,8.1,26.8,
MEASC,REGC09,B_Number,2020,6.7,3.8,2.9,10.6,
MEASC,REGC09,C_Population,2020,38.5,5.8,32.7,44.3,
MEASC,REGC09,D_Proportion_diff,2020,2.6,10.5,-7.9,13,
MEASC,REGC09,E_Number_diff,2020,0.6,4.2,-3.6,4.8,
MEASC,REGC10,A_Proportion,2020,8.8,2.3,6.5,11.1,
MEASC,REGC10,B_Number,2020,12.3,3.3,9,15.7,
MEASC,REGC10,C_Population,2020,139.7,11.2,128.5,150.9,
MEASC,REGC10,D_Proportion_diff,2020,-1.1,4.1,-5.1,3,
MEASC,REGC10,E_Number_diff,2020,-1.1,5.7,-6.7,4.6,
MEASC,REGC11,A_Proportion,2020,4.5,3.1,1.4,7.6,
MEASC,REGC11,B_Number,2020,2.2,1.5,0.6,3.7,
MEASC,REGC11,C_Population,2020,48.3,6.6,41.7,54.9,
MEASC,REGC11,D_Proportion_diff,2020,-7.5,8,-15.5,0.4,
MEASC,REGC11,E_Number_diff,2020,-4.2,4.1,-8.3,0,
MEASC,REGC12,A_Proportion,2020,14,9.8,4.1,23.8,
MEASC,REGC12,B_Number,2020,3.3,2.3,0.9,5.6,
MEASC,REGC12,C_Population,2020,23.3,2.2,21.1,25.5,
MEASC,REGC12,D_Proportion_diff,2020,2,11.5,-9.6,13.5,
MEASC,REGC12,E_Number_diff,2020,0.3,2.8,-2.4,3.1,
MEASC,REGC99,A_Proportion,2020,11.5,1.1,10.5,12.6,
MEASC,REGC99,B_Number,2020,131.7,12.2,119.5,143.9,
MEASC,REGC99,C_Population,2020,1142.3,1.2,1141,1143.5,
MEASC,REGC99,D_Proportion_diff,2020,-1.7,1.5,-3.1,-0.2,
MEASC,REGC99,E_Number_diff,2020,-17.7,16.7,-34.5,-1,
MEASE,DISD01,A_Proportion,2020,28.9,3.7,25.2,32.6,
MEASE,DISD01,B_Number,2020,33.5,4.9,28.5,38.4,
MEASE,DISD01,C_Population,2020,115.9,8.3,107.6,124.2,
MEASE,DISD01,D_Proportion_diff,2020, , , , ,NA
MEASE,DISD01,E_Number_diff,2020, , , , ,NA
MEASE,DISD02,A_Proportion,2020,21,1.6,19.3,22.6,
MEASE,DISD02,B_Number,2020,191.4,15.1,176.3,206.6,
MEASE,DISD02,C_Population,2020,913.4,10.7,902.7,924,
MEASE,DISD02,D_Proportion_diff,2020, , , , ,NA
MEASE,DISD02,E_Number_diff,2020, , , , ,NA
MEASE,DISH01,A_Proportion,2020,28.4,3,25.4,31.4,
MEASE,DISH01,B_Number,2020,97.4,10.6,86.7,108,
MEASE,DISH01,C_Population,2020,342.4,16.9,325.5,359.3,
MEASE,DISH01,D_Proportion_diff,2020, , , , ,NA
MEASE,DISH01,E_Number_diff,2020, , , , ,NA
MEASE,DISH02,A_Proportion,2020,18.9,1.7,17.2,20.6,
MEASE,DISH02,B_Number,2020,151.5,13.8,137.8,165.3,
MEASE,DISH02,C_Population,2020,801.7,16.9,784.8,818.7,
MEASE,DISH02,D_Proportion_diff,2020, , , , ,NA
MEASE,DISH02,E_Number_diff,2020, , , , ,NA
MEASE,DISH99,A_Proportion,2020,21.8,1.5,20.3,23.2,
MEASE,DISH99,B_Number,2020,248.9,16.9,232,265.7,
MEASE,DISH99,C_Population,2020,1144.1, , , ,NA
MEASE,DISH99,D_Proportion_diff,2020, , , , ,NA
MEASE,DISH99,E_Number_diff,2020, , , , ,NA
MEASE,ETHG01,A_Proportion,2020,17.3,1.6,15.7,18.8,
MEASE,ETHG01,B_Number,2020,132.9,12.1,120.8,145,
MEASE,ETHG01,C_Population,2020,770.1,20.5,749.7,790.6,
MEASE,ETHG01,D_Proportion_diff,2020,0.5,2.2,-1.7,2.8,
MEASE,ETHG01,E_Number_diff,2020,10.6,17.4,-6.8,28,
MEASE,ETHG02,A_Proportion,2020,28.8,3,25.8,31.7,
MEASE,ETHG02,B_Number,2020,83.1,9.2,74,92.3,
MEASE,ETHG02,C_Population,2020,289.1,13.7,275.4,302.8,
MEASE,ETHG02,D_Proportion_diff,2020,-0.5,4,-4.4,3.5,
MEASE,ETHG02,E_Number_diff,2020,-3.2,12.1,-15.4,8.9,
MEASE,ETHG03,A_Proportion,2020,29.8,4.6,25.2,34.4,
MEASE,ETHG03,B_Number,2020,43.6,8.5,35.1,52.2,
MEASE,ETHG03,C_Population,2020,146.4,14.3,132,160.7,
MEASE,ETHG03,D_Proportion_diff,2020,-1.1,5.6,-6.7,4.5,
MEASE,ETHG03,E_Number_diff,2020,0,9.5,-9.5,9.5,
MEASE,ETHG04,A_Proportion,2020,22.3,3,19.2,25.3,
MEASE,ETHG04,B_Number,2020,42.4,7.2,35.2,49.6,
MEASE,ETHG04,C_Population,2020,190.3,16.2,174.1,206.5,
MEASE,ETHG04,D_Proportion_diff,2020,-0.2,4.2,-4.3,4,
MEASE,ETHG04,E_Number_diff,2020,1.9,9.7,-7.8,11.6,
MEASE,ETHG05,A_Proportion,2020,38.3,11.9,26.3,50.2,
MEASE,ETHG05,B_Number,2020,11.6,4.4,7.2,16,
MEASE,ETHG05,C_Population,2020,30.3,6.7,23.6,37.1,
MEASE,ETHG05,D_Proportion_diff,2020,-1.1,16.1,-17.2,14.9,
MEASE,ETHG05,E_Number_diff,2020,2.9,5,-2.1,7.9,
MEASE,ETHG06,A_Proportion,2020,22.7,15.1,7.5,37.8,
MEASE,ETHG06,B_Number,2020,3.2,2.2,1,5.5,
MEASE,ETHG06,C_Population,2020,14.2,3.9,10.4,18.1,
MEASE,ETHG06,D_Proportion_diff,2020,-13,17.7,-30.7,4.8,
MEASE,ETHG06,E_Number_diff,2020,-4.8,3.6,-8.4,-1.2,
MEASE,ETHG99,A_Proportion,2020,21.8,1.5,20.3,23.2,
MEASE,ETHG99,B_Number,2020,248.9,16.9,232,265.7,
MEASE,ETHG99,C_Population,2020,1144.1, , , ,NA
MEASE,ETHG99,D_Proportion_diff,2020,-0.3,1.9,-2.3,1.6,
MEASE,ETHG99,E_Number_diff,2020,-1.4,21.8,-23.2,20.4,
MEASE,REGC01,A_Proportion,2020,33.5,8.7,24.8,42.2,
MEASE,REGC01,B_Number,2020,14.1,4.3,9.8,18.4,
MEASE,REGC01,C_Population,2020,42,4.5,37.5,46.5,
MEASE,REGC01,D_Proportion_diff,2020,2.2,12.1,-9.9,14.4,
MEASE,REGC01,E_Number_diff,2020,-0.4,6.1,-6.5,5.7,
MEASE,REGC02,A_Proportion,2020,21.9,2.3,19.6,24.2,
MEASE,REGC02,B_Number,2020,88.6,10.1,78.5,98.7,
MEASE,REGC02,C_Population,2020,404.6,13,391.6,417.6,
MEASE,REGC02,D_Proportion_diff,2020,0.2,2.9,-2.7,3.1,
MEASE,REGC02,E_Number_diff,2020,7.5,12.2,-4.7,19.6,
MEASE,REGC03,A_Proportion,2020,24.2,4.6,19.6,28.9,
MEASE,REGC03,B_Number,2020,29.6,6.4,23.3,36,
MEASE,REGC03,C_Population,2020,122.2,7,115.2,129.2,
MEASE,REGC03,D_Proportion_diff,2020,0.2,5.6,-5.3,5.8,
MEASE,REGC03,E_Number_diff,2020,1.1,7.7,-6.6,8.8,
MEASE,REGC04,A_Proportion,2020,19.8,5.1,14.7,24.9,
MEASE,REGC04,B_Number,2020,15.5,4.3,11.2,19.8,
MEASE,REGC04,C_Population,2020,78.6,5.5,73,84.1,
MEASE,REGC04,D_Proportion_diff,2020,-4.3,7.3,-11.7,3,
MEASE,REGC04,E_Number_diff,2020,-4.1,6.2,-10.3,2.1,
MEASE,REGC05,A_Proportion,2020,21.8,7,14.8,28.9,
MEASE,REGC05,B_Number,2020,11,4,6.9,15,
MEASE,REGC05,C_Population,2020,50.3,4.8,45.5,55.2,
MEASE,REGC05,D_Proportion_diff,2020,-2.8,7.5,-10.4,4.7,
MEASE,REGC05,E_Number_diff,2020,-2.6,4.3,-6.9,1.7,
MEASE,REGC06,A_Proportion,2020,16.8,6.9,9.9,23.7,
MEASE,REGC06,B_Number,2020,5.5,2.4,3.1,7.8,
MEASE,REGC06,C_Population,2020,32.6,3.1,29.5,35.7,
MEASE,REGC06,D_Proportion_diff,2020,-5.8,9.1,-14.9,3.3,
MEASE,REGC06,E_Number_diff,2020,-1.2,3.1,-4.3,1.9,
MEASE,REGC07,A_Proportion,2020,27.6,6.9,20.7,34.5,
MEASE,REGC07,B_Number,2020,15.9,4.4,11.5,20.3,
MEASE,REGC07,C_Population,2020,57.7,4.8,52.9,62.5,
MEASE,REGC07,D_Proportion_diff,2020,-0.3,7.9,-8.2,7.6,
MEASE,REGC07,E_Number_diff,2020,-0.9,4.8,-5.7,4,
MEASE,REGC08,A_Proportion,2020,13.3,3.3,10,16.6,
MEASE,REGC08,B_Number,2020,14.3,3.6,10.7,17.9,
MEASE,REGC08,C_Population,2020,107.7,9.1,98.6,116.8,
MEASE,REGC08,D_Proportion_diff,2020,-3.7,4.3,-8,0.6,
MEASE,REGC08,E_Number_diff,2020,-5,5.1,-10.2,0.1,
MEASE,REGC09,A_Proportion,2020,19.6,7.8,11.8,27.4,
MEASE,REGC09,B_Number,2020,7.5,3.4,4.1,10.9,
MEASE,REGC09,C_Population,2020,38.1,5,33.1,43.1,
MEASE,REGC09,D_Proportion_diff,2020,-5.4,11.6,-17,6.2,
MEASE,REGC09,E_Number_diff,2020,-2.8,4.9,-7.7,2,
MEASE,REGC10,A_Proportion,2020,21.7,5.8,15.9,27.6,
MEASE,REGC10,B_Number,2020,30.2,7,23.2,37.2,
MEASE,REGC10,C_Population,2020,138.9,11.3,127.6,150.2,
MEASE,REGC10,D_Proportion_diff,2020,6.2,5.3,0.9,11.5,
MEASE,REGC10,E_Number_diff,2020,9.2,7.4,1.7,16.6,
MEASE,REGC11,A_Proportion,2020,21.3,8.6,12.8,29.9,
MEASE,REGC11,B_Number,2020,10.2,4.4,5.8,14.6,
MEASE,REGC11,C_Population,2020,47.8,6.5,41.3,54.3,
MEASE,REGC11,D_Proportion_diff,2020,-1.6,9.9,-11.5,8.2,
MEASE,REGC11,E_Number_diff,2020,-1.7,5.3,-7,3.6,
MEASE,REGC12,A_Proportion,2020,27.7,10.2,17.5,38,
MEASE,REGC12,B_Number,2020,6.5,2.5,4,9,
MEASE,REGC12,C_Population,2020,23.6,2.1,21.4,25.7,
MEASE,REGC12,D_Proportion_diff,2020,-0.5,14,-14.5,13.6,
MEASE,REGC12,E_Number_diff,2020,-0.4,3.7,-4.1,3.3,
MEASE,REGC99,A_Proportion,2020,21.8,1.5,20.3,23.2,
MEASE,REGC99,B_Number,2020,248.9,16.9,232,265.7,
MEASE,REGC99,C_Population,2020,1144.1, , , ,NA
MEASE,REGC99,D_Proportion_diff,2020,-0.3,1.9,-2.3,1.6,
MEASE,REGC99,E_Number_diff,2020,-1.4,21.8,-23.2,20.4,
MEASF,DISD01,A_Proportion,2020,33.2,4.1,29.1,37.3,
MEASF,DISD01,B_Number,2020,38.5,5.8,32.6,44.3,
MEASF,DISD01,C_Population,2020,115.9,8.3,107.6,124.2,
MEASF,DISD01,D_Proportion_diff,2020, , , , ,NA
MEASF,DISD01,E_Number_diff,2020, , , , ,NA
MEASF,DISD02,A_Proportion,2020,27,1.7,25.3,28.7,
MEASF,DISD02,B_Number,2020,246.6,15.7,230.9,262.2,
MEASF,DISD02,C_Population,2020,913.4,10.7,902.7,924,
MEASF,DISD02,D_Proportion_diff,2020, , , , ,NA
MEASF,DISD02,E_Number_diff,2020, , , , ,NA
MEASF,DISH01,A_Proportion,2020,32.8,3.1,29.8,35.9,
MEASF,DISH01,B_Number,2020,112.4,11.8,100.6,124.2,
MEASF,DISH01,C_Population,2020,342.4,16.9,325.5,359.3,
MEASF,DISH01,D_Proportion_diff,2020, , , , ,NA
MEASF,DISH01,E_Number_diff,2020, , , , ,NA
MEASF,DISH02,A_Proportion,2020,25.7,1.7,24,27.3,
MEASF,DISH02,B_Number,2020,205.7,14.2,191.4,219.9,
MEASF,DISH02,C_Population,2020,801.7,16.9,784.8,818.7,
MEASF,DISH02,D_Proportion_diff,2020, , , , ,NA
MEASF,DISH02,E_Number_diff,2020, , , , ,NA
MEASF,DISH99,A_Proportion,2020,27.8,1.6,26.2,29.4,
MEASF,DISH99,B_Number,2020,318.1,18.4,299.7,336.6,
MEASF,DISH99,C_Population,2020,1144.1, , , ,NA
MEASF,DISH99,D_Proportion_diff,2020, , , , ,NA
MEASF,DISH99,E_Number_diff,2020, , , , ,NA
MEASF,ETHG01,A_Proportion,2020,22.6,1.9,20.7,24.5,
MEASF,ETHG01,B_Number,2020,173.9,14.6,159.3,188.5,
MEASF,ETHG01,C_Population,2020,770.1,20.5,749.7,790.6,
MEASF,ETHG01,D_Proportion_diff,2020,-0.5,2.5,-3,2,
MEASF,ETHG01,E_Number_diff,2020,4.9,19.5,-14.5,24.4,
MEASF,ETHG02,A_Proportion,2020,33.5,2.8,30.7,36.4,
MEASF,ETHG02,B_Number,2020,97,9.3,87.7,106.2,
MEASF,ETHG02,C_Population,2020,289.1,13.7,275.4,302.8,
MEASF,ETHG02,D_Proportion_diff,2020,0.5,3.9,-3.5,4.4,
MEASF,ETHG02,E_Number_diff,2020,-0.7,12.7,-13.5,12,
MEASF,ETHG03,A_Proportion,2020,37.1,4.7,32.4,41.8,
MEASF,ETHG03,B_Number,2020,54.3,9.4,44.9,63.7,
MEASF,ETHG03,C_Population,2020,146.4,14.3,132,160.7,
MEASF,ETHG03,D_Proportion_diff,2020,2.7,5.8,-3.1,8.6,
MEASF,ETHG03,E_Number_diff,2020,5.8,10.3,-4.6,16.1,
MEASF,ETHG04,A_Proportion,2020,34.1,3.6,30.6,37.7,
MEASF,ETHG04,B_Number,2020,64.9,8.7,56.2,73.6,
MEASF,ETHG04,C_Population,2020,190.3,16.2,174.1,206.5,
MEASF,ETHG04,D_Proportion_diff,2020,2.5,5.2,-2.7,7.6,
MEASF,ETHG04,E_Number_diff,2020,7.8,12.4,-4.5,20.2,
MEASF,ETHG05,A_Proportion,2020,40,11.8,28.3,51.8,
MEASF,ETHG05,B_Number,2020,12.1,4.5,7.6,16.6,
MEASF,ETHG05,C_Population,2020,30.3,6.7,23.6,37.1,
MEASF,ETHG05,D_Proportion_diff,2020,-6.3,15.2,-21.5,8.9,
MEASF,ETHG05,E_Number_diff,2020,1.9,4.9,-3,6.8,
MEASF,ETHG06,A_Proportion,2020,28.3,15.7,12.6,44,
MEASF,ETHG06,B_Number,2020,4,2.3,1.7,6.3,
MEASF,ETHG06,C_Population,2020,14.2,3.9,10.4,18.1,
MEASF,ETHG06,D_Proportion_diff,2020,-8.1,18,-26,9.9,
MEASF,ETHG06,E_Number_diff,2020,-4.2,3.7,-7.9,-0.4,
MEASF,ETHG99,A_Proportion,2020,27.8,1.6,26.2,29.4,
MEASF,ETHG99,B_Number,2020,318.1,18.4,299.7,336.6,
