col1,col2,output
-8.366668701,33,0
-7.680321887,34.98762095,0
-2.405376791,34.97054136,0
-15.62051564,24.84794559,0
-13.3666687,30,0
-30.54971699,32.5907799,0
2.327504937,25.00160762,0
-4.82001772,20.40071445,0
-20.3666687,25,0
-3.946102446,41.86282121,0
-6.757030743,37.23167823,0
-4.812241686,22.33647516,0
-26.3666687,16,0
-11.46147801,28.05247871,0
-36.87206638,13.29614363,0
-11.17707698,5.491481933,0
-30.3666687,9,0
-25.34010178,13.52531619,0
-28.68905363,-0.189630558,0
-15.91655213,23.99240188,0
-33.3666687,-2,0
-26.20488017,-6.687095357,0
-21.74811484,-21.41481849,0
-18.38652952,-6.08630811,0
-34.3666687,-10,0
-41.32816225,-7.490690894,0
-44.6720967,6.322216967,0
-23.17703228,4.393142351,0
-33.3666687,-20,0
-34.34317781,-5.613242968,0
-27.57423025,-23.88620893,0
-48.58427262,-8.357142774,0
-25.3666687,-30,0
-9.61002709,-15.07024441,0
-16.17633496,-43.0649408,0
-10.07400491,-33.19125291,0
-16.3666687,-35,0
-18.19678193,-43.27896678,0
-25.11357924,-23.29013717,0
-22.20636176,-23.43443244,0
-8.366668701,-37,0
-16.8921162,-24.49830435,0
-5.07768738,-44.96754667,0
5.347046238,-39.71885616,0
2.633331299,-37,0
-7.221160229,-45.64943812,0
8.350188745,-26.06776518,0
-6.653161591,-49.35940515,0
11.6333313,-34,0
1.472864269,-46.63721292,0
-5.749582106,-34.21721459,0
14.89488437,-52.37022125,0
17.6333313,-31,0
5.59089943,-30.05867767,0
10.6611549,-34.50556792,0
25.40406203,-34.84029956,0
25.6333313,-28,0
8.022449649,-13.3932131,0
31.99599132,-18.06238439,0
28.67349055,-23.1508359,0
32.6333313,-23,0
20.42145889,-31.81874866,0
45.99236572,-15.49983262,0
29.00310811,-10.39316309,0
39.6333313,-16,0
35.32303776,2.583405443,0
44.80306854,-25.50399397,0
23.93890603,-4.157863965,0
43.6333313,-9,0
27.50582446,-1.738370283,0
30.30997593,-4.753335795,0
55.2043196,-22.78380818,0
48.6333313,-1,0
58.01389147,3.443867335,0
60.88365255,7.059022547,0
56.89791572,11.16808935,0
49.6333313,9,0
34.62054945,-10.39314493,0
48.27362046,25.20620513,0
40.8200795,22.17100401,0
49.6333313,18,0
59.72561944,24.85635079,0
53.48177233,37.99459071,0
62.49857985,24.1082119,0
47.6333313,26,0
46.3936058,43.48932207,0
57.71502009,10.82407791,0
56.41044322,13.87854703,0
41.6333313,35,0
49.29271693,36.94753618,0
32.29674477,41.72934378,0
25.53395798,53.93420786,0
35.6333313,43,0
21.37638953,26.93713185,0
36.83088628,24.7765999,0
23.1861537,28.16383093,0
26.6333313,48,0
37.01190231,37.19256561,0
21.820344,44.13529183,0
19.04903273,66.13060828,0
21.6333313,53,0
9.355170585,38.47121185,0
37.05285027,51.92121403,0
5.784181117,40.35881932,0
15.6333313,56,0
11.59343789,71.23438862,0
7.236629897,65.76040703,0
10.42245709,43.1025477,0
6.633331299,58,0
7.419979841,43.17698441,0
-4.658669963,68.76967371,0
-3.336257247,67.09138625,0
1.633331299,58,0
-11.60790819,40.8524729,0
5.153433669,51.21243692,0
10.7371253,39.49825227,0
-5.366668701,55,0
-12.3198436,70.1559097,0
-13.68577256,47.17982934,0
-1.365451386,40.48411652,0
-13.3666687,49,0
-12.78482217,62.66330919,0
-17.78437682,55.8507068,0
-3.847726889,35.40511394,0
-19.3666687,44,0
-31.51166777,55.56292872,0
-24.41466384,61.23969361,0
0.434504249,33.71208797,0
-24.3666687,41,0
-31.08088995,41.24433115,0
-27.52378302,59.05714007,0
-37.42993799,59.02401808,0
-31.3666687,36,0
-15.83437299,35.37262047,0
-47.30438086,39.4024487,0
-11.81141866,25.53787391,0
-37.3666687,30,0
-35.57912606,17.72659071,0
-39.32724975,40.75174058,0
-37.79990964,26.74153905,0
-41.3666687,25,0
-56.01953388,5.361171073,0
-43.47884934,24.76706654,0
-44.89305765,34.43593504,0
-44.3666687,22,0
-36.87287512,40.16016236,0
-36.36254065,33.53782399,0
-48.4132388,28.92522898,0
-46.3666687,17,0
-45.07327347,-2.763172525,0
-31.84172397,-1.09467366,0
-31.82622192,24.54324428,0
-49.3666687,12,0
-29.71873987,3.059454685,0
-63.02406359,17.26401127,0
-48.76240645,19.3316059,0
-50.3666687,3,0
-62.65937147,10.68867345,0
-65.69063751,2.044049377,0
-48.96049705,10.49051931,0
-50.3666687,-5,0
-51.80320066,-24.41696779,0
-63.85276537,-10.38125412,0
-43.78594028,4.650208302,0
-50.3666687,-12,0
-38.3479219,-29.17131284,0
-64.45268746,-12.02111208,0
-47.13055208,-10.22204247,0
-47.3666687,-20,0
-62.13016304,-25.2781352,0
-64.59661135,-14.73467473,0
-40.59802102,-8.117955352,0
-42.3666687,-26,0
-44.95935116,-11.60517292,0
-41.77428742,-19.9972335,0
-40.15136742,-24.61271089,0
-37.3666687,-29,0
-32.66197059,-20.46454211,0
-40.00101778,-30.89843515,0
-20.78638328,-47.58708702,0
-29.3666687,-30,0
-9.506677561,-24.42348612,0
-23.09758828,-35.82211288,0
-43.30347606,-35.77925073,0
-26.3666687,-30,0
-24.59810584,-19.34648417,0
-21.7183379,-45.03861775,0
-41.15600163,-40.63908281,0
-18.3666687,-30,0
-35.11508873,-11.40379776,0
-33.17762456,-31.85789387,0
-7.96731099,-14.90825311,0
-10.3666687,-31,0
-11.30032721,-15.65215419,0
0.483608729,-33.84091871,0
-12.61613581,-16.38433997,0
-0.366668701,-29,0
13.5223115,-12.19550675,0
13.0888609,-46.55623589,0
-5.262147195,-15.70285997,0
8.633331299,-23,0
-3.287825027,-12.45390753,0
-0.406748813,-17.30249182,0
12.05708482,-37.76331974,0
17.6333313,-17,0
5.294240424,-16.54818412,0
13.6901566,-35.3718868,0
36.08417443,-6.385722104,0
25.6333313,-2,0
8.453985255,13.93225285,0
39.12343231,-18.18490875,0
27.03635054,10.97474902,0
27.6333313,6,0
40.30829499,2.18686962,0
16.96241082,15.52863982,0
16.30116154,18.78554442,0
27.6333313,11,0
42.28093361,-6.118534091,0
21.68342431,11.68320806,0
11.97105389,4.469908101,0
23.6333313,19,0
34.71507889,37.97030354,0
17.72803922,14.04228941,0
23.82549107,17.67966742,0
12.6333313,24,0
3.3760516,8.0974638,0
30.50706819,25.52283798,0
3.616829146,4.560025989,0
3.633331299,24,0
-3.168806832,15.77993102,0
-8.155896968,17.129568,0
14.19489088,42.84891264,0
-2.366668701,20,0
4.471623736,7.186861218,0
-17.19622146,36.16585934,0
-16.11053034,25.53869268,0
-6.366668701,14,0
0.296663016,-2.567651943,0
-16.7386994,17.67515537,0
8.01374106,2.231811353,0
-8.366668701,8,0
5.673519428,8.116629339,0
3.497382448,-1.858127129,0
-24.67258462,18.68145578,0
-8.366668701,5,0
-26.01243082,1.803803555,0
7.717861554,0.238292545,0
11.55544913,-13.24657565,0
-4.366668701,3,0
14.83384415,-9.763680114,0
-12.15299831,17.33586545,0
-14.62197739,22.51255636,0
0.633331299,3,0
14.81742816,1.015522632,0
12.10041713,-5.941756778,0
6.854867577,-14.65341767,0
3.633331299,3,0
-13.80509686,19.37205681,0
-9.152885977,0.760906727,0
-1.405718178,-13.93890673,0
4.633331299,5,0
22.39228812,-6.896924068,0
2.15899946,22.28119076,0
4.495896463,-7.805190731,0
5.633331299,5,0
-0.127287908,6.314658924,0
12.17742588,24.46640132,0
-7.017042853,3.026211178,0
5.633331299,5,0
-13.50137623,-12.77465563,0
-13.45163114,0.015515083,0
18.63429507,-6.581323767,0
