Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2009.03,Registered banks,221,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2009.03,Registered banks,221,Financial assets Net transactions in currency and deposits,F000000,AFA0200,-888
2009.03,Registered banks,221,Financial assets Net transactions in debt securities,F000000,AFA0300,7783
2009.03,Registered banks,221,Financial assets Net transactions in loans,F000000,AFA0400,17751
2009.03,Registered banks,221,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,92
2009.03,Registered banks,221,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,0
2009.03,Registered banks,221,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2009.03,Registered banks,221,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,498
2009.03,Registered banks,221,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,7555
2009.03,Registered banks,221,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2009.03,Registered banks,221,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,23987
2009.03,Registered banks,221,Financial liabilities Net transactions in debt securities,F000000,AFL0300,-24585
2009.03,Registered banks,221,Financial liabilities Net transactions in loans,F000000,AFL0400,11792
2009.03,Registered banks,221,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,-1628
2009.03,Registered banks,221,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,0
2009.03,Registered banks,221,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2009.03,Registered banks,221,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,-2011
2009.03,Registered banks,221,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2009.03,Registered banks,221,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,78
2009.03,Registered banks,221,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,177
2009.03,Registered banks,221,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,99
2009.03,Registered banks,221,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2009.03,Registered banks,221,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2009.03,Registered banks,221,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,33711
2009.03,Registered banks,221,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2009.03,Registered banks,221,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,0
2009.03,Registered banks,221,Revaluation Account Financial assets Debt securities,K070000,AFA0300,5617
2009.03,Registered banks,221,Revaluation Account Financial assets Loans,K070000,AFA0400,82
2009.03,Registered banks,221,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,17
2009.03,Registered banks,221,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2009.03,Registered banks,221,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,27994
2009.03,Registered banks,221,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,1
2009.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,45537
2009.03,Registered banks,221,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2009.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2009.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,18646
2009.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,1624
2009.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,-3717
2009.03,Registered banks,221,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2009.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,28986
2009.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,-2
2009.03,Registered banks,221,Revaluation Account Total non-financial assets,K070000,AN00000,34
2009.03,Registered banks,221,Revaluation Account Produced non-financial assets,K070000,AN10000,36
2009.03,Registered banks,221,Revaluation Account Non-produced non-financial assets,K070000,AN20000,-3
2009.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,396201
2009.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2009.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,13651
2009.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,34374
2009.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,300307
2009.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,801
2009.03,Registered banks,221,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,..
2009.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,43477
2009.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3591
2009.03,Registered banks,221,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,403928
2009.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2009.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,200294
2009.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,97980
2009.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,46636
2009.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,14693
2009.03,Registered banks,221,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2009.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,43541
2009.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,784
2009.03,Registered banks,221,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,6936
2009.03,Registered banks,221,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,2136
2009.03,Registered banks,221,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,4800
2009.03,Registered banks,221,Financial assets Opening balance Total financial assets,LS00000,AFA0000,337175
2009.03,Registered banks,221,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2009.03,Registered banks,221,Financial assets Opening balance currency and deposits,LS00000,AFA0200,14539
2009.03,Registered banks,221,Financial assets Opening balance debt securities,LS00000,AFA0300,20974
2009.03,Registered banks,221,Financial assets Opening balance loans,LS00000,AFA0400,282468
2009.03,Registered banks,221,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,618
2009.03,Registered banks,221,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2009.03,Registered banks,221,Financial assets Opening balance financial derivatives,LS00000,AFA0700,15483
2009.03,Registered banks,221,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,3093
2009.03,Registered banks,221,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,350658
2009.03,Registered banks,221,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2009.03,Registered banks,221,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,176307
2009.03,Registered banks,221,Financial liabilities Opening balance debt securities,LS00000,AFL0300,103919
2009.03,Registered banks,221,Financial liabilities Opening balance loans,LS00000,AFL0400,33220
2009.03,Registered banks,221,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,19860
2009.03,Registered banks,221,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2009.03,Registered banks,221,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,14555
2009.03,Registered banks,221,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,2797
2009.03,Registered banks,221,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,6791
2009.03,Registered banks,221,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,2090
2009.03,Registered banks,221,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,4701
2009.03,Registered banks,221,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,3
2009.03,Registered banks,221,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,3
2009.03,Registered banks,221,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2009.03,Registered banks,221,Total net transactions in produced non-financial assets,P050000,AN10000,10
2009.03,Registered banks,221,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-317
2009.03,Registered banks,221,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,326
2009.03,Registered banks,221,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,0
2009.03,Other depository institutions,222,ISA Saving (net),B08N000,ISA,599
2009.03,Other depository institutions,222,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,-599
2009.03,Other depository institutions,222,Total net transactions in non-financial assets,B091N00,AN00000,78
2009.03,Other depository institutions,222,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,522
2009.03,Other depository institutions,222,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,-78
2009.03,Other depository institutions,222,Changes in net worth due to other changes in volume of assets,B102000,A000000,0
2009.03,Other depository institutions,222,Changes in net worth due to nominal holding gains/losses,B103000,A000000,0
2009.03,Other depository institutions,222,ISA Net capital taxes receivable,D910000,ISA,0
2009.03,Other depository institutions,222,ISA Net capital transfers receivable,D990000,ISA,0
2009.03,Other depository institutions,222,Financial assets Net transactions in financial assets,F000000,AFA0000,-2956
2009.03,Other depository institutions,222,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2009.03,Other depository institutions,222,Financial assets Net transactions in currency and deposits,F000000,AFA0200,5
2009.03,Other depository institutions,222,Financial assets Net transactions in debt securities,F000000,AFA0300,0
2009.03,Other depository institutions,222,Financial assets Net transactions in loans,F000000,AFA0400,-2961
2009.03,Other depository institutions,222,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,0
2009.03,Other depository institutions,222,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,0
2009.03,Other depository institutions,222,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2009.03,Other depository institutions,222,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,0
2009.03,Other depository institutions,222,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,-2878
2009.03,Other depository institutions,222,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2009.03,Other depository institutions,222,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,-2515
2009.03,Other depository institutions,222,Financial liabilities Net transactions in debt securities,F000000,AFL0300,0
2009.03,Other depository institutions,222,Financial liabilities Net transactions in loans,F000000,AFL0400,0
2009.03,Other depository institutions,222,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,-363
2009.03,Other depository institutions,222,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,0
2009.03,Other depository institutions,222,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2009.03,Other depository institutions,222,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,0
2009.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2009.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,0
2009.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,0
2009.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,0
2009.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2009.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2009.03,Other depository institutions,222,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,0
2009.03,Other depository institutions,222,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2009.03,Other depository institutions,222,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,0
2009.03,Other depository institutions,222,Revaluation Account Financial assets Debt securities,K070000,AFA0300,0
2009.03,Other depository institutions,222,Revaluation Account Financial assets Loans,K070000,AFA0400,0
2009.03,Other depository institutions,222,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,0
2009.03,Other depository institutions,222,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2009.03,Other depository institutions,222,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,0
2009.03,Other depository institutions,222,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2009.03,Other depository institutions,222,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,0
2009.03,Other depository institutions,222,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2009.03,Other depository institutions,222,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2009.03,Other depository institutions,222,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,0
2009.03,Other depository institutions,222,Revaluation Account Financial liabilities Loans,K070000,AFL0400,0
2009.03,Other depository institutions,222,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,0
2009.03,Other depository institutions,222,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2009.03,Other depository institutions,222,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,0
2009.03,Other depository institutions,222,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,0
2009.03,Other depository institutions,222,Revaluation Account Total non-financial assets,K070000,AN00000,0
2009.03,Other depository institutions,222,Revaluation Account Produced non-financial assets,K070000,AN10000,0
2009.03,Other depository institutions,222,Revaluation Account Non-produced non-financial assets,K070000,AN20000,0
2009.03,Other depository institutions,222,Financial assets Closing balance Total financial assets,LE00000,AFA0000,12649
2009.03,Other depository institutions,222,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2009.03,Other depository institutions,222,Financial assets Closing balance currency and deposits,LE00000,AFA0200,5
2009.03,Other depository institutions,222,Financial assets Closing balance debt securities,LE00000,AFA0300,6
2009.03,Other depository institutions,222,Financial assets Closing balance loans,LE00000,AFA0400,12638
2009.03,Other depository institutions,222,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
2009.03,Other depository institutions,222,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,..
2009.03,Other depository institutions,222,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2009.03,Other depository institutions,222,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2009.03,Other depository institutions,222,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,12933
2009.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2009.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,11379
2009.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
2009.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
2009.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1555
2009.03,Other depository institutions,222,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2009.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2009.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2009.03,Other depository institutions,222,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,284
2009.03,Other depository institutions,222,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,268
2009.03,Other depository institutions,222,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,16
2009.03,Other depository institutions,222,Financial assets Opening balance Total financial assets,LS00000,AFA0000,15605
2009.03,Other depository institutions,222,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2009.03,Other depository institutions,222,Financial assets Opening balance currency and deposits,LS00000,AFA0200,..
2009.03,Other depository institutions,222,Financial assets Opening balance debt securities,LS00000,AFA0300,6
2009.03,Other depository institutions,222,Financial assets Opening balance loans,LS00000,AFA0400,15599
2009.03,Other depository institutions,222,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,..
2009.03,Other depository institutions,222,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2009.03,Other depository institutions,222,Financial assets Opening balance financial derivatives,LS00000,AFA0700,..
2009.03,Other depository institutions,222,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,..
2009.03,Other depository institutions,222,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,15812
2009.03,Other depository institutions,222,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2009.03,Other depository institutions,222,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,13893
2009.03,Other depository institutions,222,Financial liabilities Opening balance debt securities,LS00000,AFL0300,..
2009.03,Other depository institutions,222,Financial liabilities Opening balance loans,LS00000,AFL0400,..
2009.03,Other depository institutions,222,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,1918
2009.03,Other depository institutions,222,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2009.03,Other depository institutions,222,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,..
2009.03,Other depository institutions,222,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,..
2009.03,Other depository institutions,222,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,207
2009.03,Other depository institutions,222,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,191
2009.03,Other depository institutions,222,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,16
2009.03,Other depository institutions,222,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,0
2009.03,Other depository institutions,222,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,0
2009.03,Other depository institutions,222,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2009.03,Other depository institutions,222,Total net transactions in produced non-financial assets,P050000,AN10000,78
2009.03,Other depository institutions,222,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,S
2009.03,Other depository institutions,222,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,S
2009.03,Other depository institutions,222,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,0
2009.03,Investment funds,231,ISA Saving (net),B08N000,ISA,145
2009.03,Investment funds,231,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,2132
2009.03,Investment funds,231,Total net transactions in non-financial assets,B091N00,AN00000,-4
2009.03,Investment funds,231,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,149
2009.03,Investment funds,231,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,2281
2009.03,Investment funds,231,Changes in net worth due to other changes in volume of assets,B102000,A000000,-432
2009.03,Investment funds,231,Changes in net worth due to nominal holding gains/losses,B103000,A000000,-1845
2009.03,Investment funds,231,ISA Net capital taxes receivable,D910000,ISA,0
2009.03,Investment funds,231,ISA Net capital transfers receivable,D990000,ISA,0
2009.03,Investment funds,231,Financial assets Net transactions in financial assets,F000000,AFA0000,3857
2009.03,Investment funds,231,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2009.03,Investment funds,231,Financial assets Net transactions in currency and deposits,F000000,AFA0200,292
2009.03,Investment funds,231,Financial assets Net transactions in debt securities,F000000,AFA0300,-537
2009.03,Investment funds,231,Financial assets Net transactions in loans,F000000,AFA0400,0
2009.03,Investment funds,231,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,4092
2009.03,Investment funds,231,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,0
2009.03,Investment funds,231,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2009.03,Investment funds,231,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,10
2009.03,Investment funds,231,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,1576
2009.03,Investment funds,231,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2009.03,Investment funds,231,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2009.03,Investment funds,231,Financial liabilities Net transactions in debt securities,F000000,AFL0300,0
2009.03,Investment funds,231,Financial liabilities Net transactions in loans,F000000,AFL0400,0
2009.03,Investment funds,231,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,1576
2009.03,Investment funds,231,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,0
2009.03,Investment funds,231,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2009.03,Investment funds,231,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,0
2009.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2009.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,-432
2009.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,0
2009.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,0
2009.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2009.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2009.03,Investment funds,231,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,-1868
2009.03,Investment funds,231,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2009.03,Investment funds,231,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,0
2009.03,Investment funds,231,Revaluation Account Financial assets Debt securities,K070000,AFA0300,946
2009.03,Investment funds,231,Revaluation Account Financial assets Loans,K070000,AFA0400,0
2009.03,Investment funds,231,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,-2815
2009.03,Investment funds,231,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2009.03,Investment funds,231,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,0
2009.03,Investment funds,231,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2009.03,Investment funds,231,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,-19
2009.03,Investment funds,231,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2009.03,Investment funds,231,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2009.03,Investment funds,231,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,0
2009.03,Investment funds,231,Revaluation Account Financial liabilities Loans,K070000,AFL0400,0
2009.03,Investment funds,231,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,-19
2009.03,Investment funds,231,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2009.03,Investment funds,231,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,0
2009.03,Investment funds,231,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,0
2009.03,Investment funds,231,Revaluation Account Total non-financial assets,K070000,AN00000,5
2009.03,Investment funds,231,Revaluation Account Produced non-financial assets,K070000,AN10000,5
2009.03,Investment funds,231,Revaluation Account Non-produced non-financial assets,K070000,AN20000,0
2009.03,Investment funds,231,Financial assets Closing balance Total financial assets,LE00000,AFA0000,39523
2009.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2009.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,8975
2009.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,12602
2009.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,0
2009.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,17638
2009.03,Investment funds,231,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,..
2009.03,Investment funds,231,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2009.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,307
2009.03,Investment funds,231,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,39658
2009.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2009.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2009.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2009.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2009.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,39658
2009.03,Investment funds,231,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2009.03,Investment funds,231,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2009.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2009.03,Investment funds,231,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,134
2009.03,Investment funds,231,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,134
2009.03,Investment funds,231,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2009.03,Investment funds,231,Financial assets Opening balance Total financial assets,LS00000,AFA0000,37967
2009.03,Investment funds,231,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2009.03,Investment funds,231,Financial assets Opening balance currency and deposits,LS00000,AFA0200,8684
2009.03,Investment funds,231,Financial assets Opening balance debt securities,LS00000,AFA0300,12193
2009.03,Investment funds,231,Financial assets Opening balance loans,LS00000,AFA0400,0
2009.03,Investment funds,231,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,16793
2009.03,Investment funds,231,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2009.03,Investment funds,231,Financial assets Opening balance financial derivatives,LS00000,AFA0700,0
2009.03,Investment funds,231,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,297
2009.03,Investment funds,231,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,38100
2009.03,Investment funds,231,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2009.03,Investment funds,231,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2009.03,Investment funds,231,Financial liabilities Opening balance debt securities,LS00000,AFL0300,0
2009.03,Investment funds,231,Financial liabilities Opening balance loans,LS00000,AFL0400,0
2009.03,Investment funds,231,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,38100
2009.03,Investment funds,231,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2009.03,Investment funds,231,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,..
2009.03,Investment funds,231,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,..
2009.03,Investment funds,231,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,134
2009.03,Investment funds,231,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,134
2009.03,Investment funds,231,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,0
2009.03,Investment funds,231,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,0
