"MsCode","DemCode","EstCode","Year","Estimate","SE","LowerCIB","UpperCIB","Flag"
"MEASI","ETHG01","C_Population","2019"," 737.4","19.2"," 718.2"," 756.7",""
"MEASI","ETHG01","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG01","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG02","A_Proportion","2019","11.1","1.6"," 9.5","12.7",""
"MEASI","ETHG02","B_Number","2019","32.3","5.0","27.3","37.3",""
"MEASI","ETHG02","C_Population","2019"," 290.9","12.4"," 278.5"," 303.3",""
"MEASI","ETHG02","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG02","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG03","A_Proportion","2019","14.1","3.5","10.6","17.6",""
"MEASI","ETHG03","B_Number","2019","19.9","5.6","14.3","25.5",""
"MEASI","ETHG03","C_Population","2019"," 140.7","12.4"," 128.3"," 153.1",""
"MEASI","ETHG03","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG03","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG04","A_Proportion","2019"," 1.7","0.8"," 0.9"," 2.5",""
"MEASI","ETHG04","B_Number","2019"," 3.1","1.5"," 1.6"," 4.6",""
"MEASI","ETHG04","C_Population","2019"," 181.1","14.7"," 166.5"," 195.8",""
"MEASI","ETHG04","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG04","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG05","A_Proportion","2019"," 7.0","5.2"," 1.9","12.2",""
"MEASI","ETHG05","B_Number","2019"," 1.6","1.1"," 0.4"," 2.7",""
"MEASI","ETHG05","C_Population","2019","  22.3"," 4.7","  17.6","  27.0",""
"MEASI","ETHG05","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG05","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG06","A_Proportion","2019"," 1.9","1.8"," 0.1"," 3.7",""
"MEASI","ETHG06","B_Number","2019"," 0.4","0.4"," 0.0"," 0.8",""
"MEASI","ETHG06","C_Population","2019","  22.9"," 5.7","  17.3","  28.6",""
"MEASI","ETHG06","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG06","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG99","A_Proportion","2019"," 5.7","0.6"," 5.1"," 6.3",""
"MEASI","ETHG99","B_Number","2019","64.6","7.1","57.5","71.7",""
"MEASI","ETHG99","C_Population","2019","1132.2"," 0.6","1131.6","1132.8",""
"MEASI","ETHG99","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","ETHG99","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC01","A_Proportion","2019"," 7.3","4.2","3.1","11.5",""
"MEASI","REGC01","B_Number","2019"," 3.3","2.0"," 1.4"," 5.3",""
"MEASI","REGC01","C_Population","2019","  45.6"," 4.5","  41.1","  50.2",""
"MEASI","REGC01","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC01","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC02","A_Proportion","2019"," 6.1","1.3","4.7"," 7.4",""
"MEASI","REGC02","B_Number","2019","22.5","5.1","17.4","27.7",""
"MEASI","REGC02","C_Population","2019"," 371.7","12.3"," 359.5"," 384.0",""
"MEASI","REGC02","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC02","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC03","A_Proportion","2019"," 7.3","2.8","4.4","10.1",""
"MEASI","REGC03","B_Number","2019"," 8.8","3.5"," 5.3","12.3",""
"MEASI","REGC03","C_Population","2019"," 121.4"," 7.7"," 113.8"," 129.1",""
"MEASI","REGC03","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC03","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC04","A_Proportion","2019"," 6.9","2.6","4.3"," 9.4",""
"MEASI","REGC04","B_Number","2019"," 5.7","2.2"," 3.5"," 7.8",""
"MEASI","REGC04","C_Population","2019","  82.7"," 5.5","  77.2","  88.2",""
"MEASI","REGC04","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC04","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC05","A_Proportion","2019"," 4.8","2.4","2.4"," 7.1",""
"MEASI","REGC05","B_Number","2019"," 2.7","1.3"," 1.3"," 4.0",""
"MEASI","REGC05","C_Population","2019","  55.8"," 4.2","  51.6","  60.0",""
"MEASI","REGC05","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC05","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC06","A_Proportion","2019","10.0","6.2","3.9","16.2",""
"MEASI","REGC06","B_Number","2019"," 2.9","1.8"," 1.1"," 4.8",""
"MEASI","REGC06","C_Population","2019","  29.2"," 3.2","  26.0","  32.3",""
"MEASI","REGC06","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC06","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC07","A_Proportion","2019"," 8.2","3.2","5.1","11.4",""
"MEASI","REGC07","B_Number","2019"," 5.0","2.0"," 3.0"," 6.9",""
"MEASI","REGC07","C_Population","2019","  60.2"," 4.5","  55.8","  64.7",""
"MEASI","REGC07","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC07","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC08","A_Proportion","2019"," 3.5","1.6","1.9"," 5.0",""
"MEASI","REGC08","B_Number","2019"," 3.9","1.8"," 2.1"," 5.6",""
"MEASI","REGC08","C_Population","2019"," 112.5"," 7.1"," 105.4"," 119.6",""
"MEASI","REGC08","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC08","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC09","A_Proportion","2019"," 4.5","2.5","2.0"," 7.0",""
"MEASI","REGC09","B_Number","2019"," 1.8","1.0"," 0.8"," 2.9",""
"MEASI","REGC09","C_Population","2019","  40.9"," 4.8","  36.1","  45.7",""
"MEASI","REGC09","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC09","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC10","A_Proportion","2019"," 4.3","1.6","2.7"," 5.8",""
"MEASI","REGC10","B_Number","2019"," 5.8","2.2"," 3.6"," 7.9",""
"MEASI","REGC10","C_Population","2019"," 135.3"," 9.7"," 125.7"," 145.0",""
"MEASI","REGC10","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC10","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC11","A_Proportion","2019"," 2.7","2.1","0.6"," 4.9",""
"MEASI","REGC11","B_Number","2019"," 1.4","1.1"," 0.3"," 2.6",""
"MEASI","REGC11","C_Population","2019","  52.5"," 5.7","  46.8","  58.2",""
"MEASI","REGC11","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC11","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC12","A_Proportion","2019"," 3.0","2.7","0.3"," 5.7",""
"MEASI","REGC12","B_Number","2019"," 0.7","0.7"," 0.1"," 1.4",""
"MEASI","REGC12","C_Population","2019","  24.3"," 2.8","  21.5","  27.0",""
"MEASI","REGC12","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC12","E_Number_diff","2019"," "," "," "," ","NA"
"MEASI","REGC99","A_Proportion","2019"," 5.7","0.6","5.1"," 6.3",""
"MEASI","REGC99","B_Number","2019","64.6","7.1","57.5","71.7",""
"MEASI","REGC99","C_Population","2019","1132.2"," 0.6","1131.6","1132.8",""
"MEASI","REGC99","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASI","REGC99","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG01","A_Proportion","2019"," 5.6","0.7"," 4.9"," 6.3",""
"MEASJ","ETHG01","B_Number","2019","41.3","5.5","35.8","46.8",""
"MEASJ","ETHG01","C_Population","2019"," 737.4","19.2"," 718.2"," 756.7",""
"MEASJ","ETHG01","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG01","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG02","A_Proportion","2019","13.1","2.0","11.1","15.1",""
"MEASJ","ETHG02","B_Number","2019","38.1","6.0","32.1","44.1",""
"MEASJ","ETHG02","C_Population","2019"," 290.9","12.4"," 278.5"," 303.3",""
"MEASJ","ETHG02","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG02","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG03","A_Proportion","2019","14.7","3.7","10.9","18.4",""
"MEASJ","ETHG03","B_Number","2019","20.7","5.8","14.9","26.4",""
"MEASJ","ETHG03","C_Population","2019"," 140.7","12.4"," 128.3"," 153.1",""
"MEASJ","ETHG03","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG03","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG04","A_Proportion","2019"," 3.6","1.4"," 2.2"," 5.1",""
"MEASJ","ETHG04","B_Number","2019"," 6.6","2.6"," 3.9"," 9.2",""
"MEASJ","ETHG04","C_Population","2019"," 181.1","14.7"," 166.5"," 195.8",""
"MEASJ","ETHG04","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG04","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG05","A_Proportion","2019","18.9","9.2"," 9.7","28.1",""
"MEASJ","ETHG05","B_Number","2019"," 4.2","2.2"," 2.0"," 6.4",""
"MEASJ","ETHG05","C_Population","2019","  22.3"," 4.7","  17.6","  27.0",""
"MEASJ","ETHG05","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG05","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG06","A_Proportion","2019","12.8","9.6"," 3.3","22.4",""
"MEASJ","ETHG06","B_Number","2019"," 2.9","2.3"," 0.6"," 5.2",""
"MEASJ","ETHG06","C_Population","2019","  22.9"," 5.7","  17.3","  28.6",""
"MEASJ","ETHG06","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG06","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG99","A_Proportion","2019"," 7.7","0.8"," 6.9"," 8.5",""
"MEASJ","ETHG99","B_Number","2019","87.1","9.4","77.7","96.5",""
"MEASJ","ETHG99","C_Population","2019","1132.2"," 0.6","1131.6","1132.8",""
"MEASJ","ETHG99","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","ETHG99","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC01","A_Proportion","2019"," 7.4","4.8","2.6","12.2",""
"MEASJ","REGC01","B_Number","2019"," 3.4","2.2"," 1.2"," 5.6",""
"MEASJ","REGC01","C_Population","2019","  45.6"," 4.5","  41.1","  50.2",""
"MEASJ","REGC01","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC01","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC02","A_Proportion","2019"," 7.3","1.5","5.9"," 8.8",""
"MEASJ","REGC02","B_Number","2019","27.3","5.7","21.5","33.0",""
"MEASJ","REGC02","C_Population","2019"," 371.7","12.3"," 359.5"," 384.0",""
"MEASJ","REGC02","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC02","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC03","A_Proportion","2019","11.2","3.3","8.0","14.5",""
"MEASJ","REGC03","B_Number","2019","13.6","4.1"," 9.5","17.8",""
"MEASJ","REGC03","C_Population","2019"," 121.4"," 7.7"," 113.8"," 129.1",""
"MEASJ","REGC03","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC03","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC04","A_Proportion","2019"," 7.9","2.6","5.3","10.6",""
"MEASJ","REGC04","B_Number","2019"," 6.6","2.2"," 4.3"," 8.8",""
"MEASJ","REGC04","C_Population","2019","  82.7"," 5.5","  77.2","  88.2",""
"MEASJ","REGC04","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC04","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC05","A_Proportion","2019"," 7.5","3.0","4.6","10.5",""
"MEASJ","REGC05","B_Number","2019"," 4.2","1.7"," 2.5"," 5.9",""
"MEASJ","REGC05","C_Population","2019","  55.8"," 4.2","  51.6","  60.0",""
"MEASJ","REGC05","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC05","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC06","A_Proportion","2019","12.5","5.8","6.7","18.3",""
"MEASJ","REGC06","B_Number","2019"," 3.6","1.8"," 1.9"," 5.4",""
"MEASJ","REGC06","C_Population","2019","  29.2"," 3.2","  26.0","  32.3",""
"MEASJ","REGC06","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC06","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC07","A_Proportion","2019"," 9.4","3.3","6.1","12.7",""
"MEASJ","REGC07","B_Number","2019"," 5.7","2.1"," 3.6"," 7.7",""
"MEASJ","REGC07","C_Population","2019","  60.2"," 4.5","  55.8","  64.7",""
"MEASJ","REGC07","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC07","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC08","A_Proportion","2019"," 4.8","1.8","3.0"," 6.7",""
"MEASJ","REGC08","B_Number","2019"," 5.4","2.1"," 3.3"," 7.5",""
"MEASJ","REGC08","C_Population","2019"," 112.5"," 7.1"," 105.4"," 119.6",""
"MEASJ","REGC08","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC08","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC09","A_Proportion","2019"," 8.3","4.3","4.0","12.7",""
"MEASJ","REGC09","B_Number","2019"," 3.4","1.9"," 1.5"," 5.3",""
"MEASJ","REGC09","C_Population","2019","  40.9"," 4.8","  36.1","  45.7",""
"MEASJ","REGC09","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC09","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC10","A_Proportion","2019"," 6.5","2.2","4.3"," 8.7",""
"MEASJ","REGC10","B_Number","2019"," 8.8","3.0"," 5.7","11.8",""
"MEASJ","REGC10","C_Population","2019"," 135.3"," 9.7"," 125.7"," 145.0",""
"MEASJ","REGC10","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC10","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC11","A_Proportion","2019"," 6.5","3.5","3.1","10.0",""
"MEASJ","REGC11","B_Number","2019"," 3.4","1.9"," 1.6"," 5.3",""
"MEASJ","REGC11","C_Population","2019","  52.5"," 5.7","  46.8","  58.2",""
"MEASJ","REGC11","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC11","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC12","A_Proportion","2019"," 7.1","7.0","0.1","14.1",""
"MEASJ","REGC12","B_Number","2019"," 1.7","1.7"," 0.0"," 3.4",""
"MEASJ","REGC12","C_Population","2019","  24.3"," 2.8","  21.5","  27.0",""
"MEASJ","REGC12","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC12","E_Number_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC99","A_Proportion","2019"," 7.7","0.8","6.9"," 8.5",""
"MEASJ","REGC99","B_Number","2019","87.1","9.4","77.7","96.5",""
"MEASJ","REGC99","C_Population","2019","1132.2"," 0.6","1131.6","1132.8",""
"MEASJ","REGC99","D_Proportion_diff","2019"," "," "," "," ","NA"
"MEASJ","REGC99","E_Number_diff","2019"," "," "," "," ","NA"
"MEASA","DISD01","A_Proportion","2020","16.0","3.3","12.7","19.3",""
"MEASA","DISD01","B_Number","2020"," 18.6"," 4.0"," 14.6"," 22.5",""
"MEASA","DISD01","C_Population","2020"," 115.9"," 8.3"," 107.6"," 124.2",""
"MEASA","DISD01","D_Proportion_diff","2020"," "," "," "," ","NA"
"MEASA","DISD01","E_Number_diff","2020"," "," "," "," ","NA"
"MEASA","DISD02","A_Proportion","2020","13.0","1.4","11.6","14.3",""
"MEASA","DISD02","B_Number","2020","118.3","12.4","105.9","130.7",""
"MEASA","DISD02","C_Population","2020"," 913.4","10.7"," 902.7"," 924.0",""
"MEASA","DISD02","D_Proportion_diff","2020"," "," "," "," ","NA"
"MEASA","DISD02","E_Number_diff","2020"," "," "," "," ","NA"
"MEASA","DISH01","A_Proportion","2020","16.5","2.5","14.0","18.9",""
"MEASA","DISH01","B_Number","2020"," 56.4"," 8.5"," 47.9"," 64.8",""
"MEASA","DISH01","C_Population","2020"," 342.4","16.9"," 325.5"," 359.3",""
"MEASA","DISH01","D_Proportion_diff","2020"," "," "," "," ","NA"
"MEASA","DISH01","E_Number_diff","2020"," "," "," "," ","NA"
"MEASA","DISH02","A_Proportion","2020","11.8","1.4","10.5","13.2",""
"MEASA","DISH02","B_Number","2020"," 94.8","11.1"," 83.7","105.9",""
"MEASA","DISH02","C_Population","2020"," 801.7","16.9"," 784.8"," 818.7",""
"MEASA","DISH02","D_Proportion_diff","2020"," "," "," "," ","NA"
"MEASA","DISH02","E_Number_diff","2020"," "," "," "," ","NA"
"MEASA","DISH99","A_Proportion","2020","13.2","1.2","12.0","14.5",""
"MEASA","DISH99","B_Number","2020","151.2","14.2","137.0","165.4",""
"MEASA","DISH99","C_Population","2020","1144.1"," "," "," ","NA"
"MEASA","DISH99","D_Proportion_diff","2020"," "," "," "," ","NA"
"MEASA","DISH99","E_Number_diff","2020"," "," "," "," ","NA"
"MEASA","ETHG01","A_Proportion","2020"," 9.9","1.4"," 8.5","11.3",""
"MEASA","ETHG01","B_Number","2020"," 76.5","10.5"," 66.0"," 87.0",""
"MEASA","ETHG01","C_Population","2020"," 770.1","20.5"," 749.7"," 790.6",""
"MEASA","ETHG01","D_Proportion_diff","2020","  0.2"," 1.9"," -1.7"," 2.1",""
"MEASA","ETHG01","E_Number_diff","2020"," 5.2","14.4"," -9.2","19.6",""
"MEASA","ETHG02","A_Proportion","2020","15.8","2.2","13.6","17.9",""
"MEASA","ETHG02","B_Number","2020"," 45.5"," 6.6"," 38.9"," 52.2",""
"MEASA","ETHG02","C_Population","2020"," 289.1","13.7"," 275.4"," 302.8",""
"MEASA","ETHG02","D_Proportion_diff","2020"," -2.1"," 3.1"," -5.2"," 1.0",""
"MEASA","ETHG02","E_Number_diff","2020","-7.3"," 9.6","-16.9"," 2.3",""
"MEASA","ETHG03","A_Proportion","2020","18.8","3.5","15.4","22.3",""
"MEASA","ETHG03","B_Number","2020"," 27.6"," 6.2"," 21.4"," 33.8",""
"MEASA","ETHG03","C_Population","2020"," 146.4","14.3"," 132.0"," 160.7",""
"MEASA","ETHG03","D_Proportion_diff","2020","  0.3"," 4.4"," -4.2"," 4.7",""
"MEASA","ETHG03","E_Number_diff","2020"," 1.4"," 6.9"," -5.6"," 8.3",""
"MEASA","ETHG04","A_Proportion","2020","15.4","2.7","12.7","18.0",""
"MEASA","ETHG04","B_Number","2020"," 29.3"," 5.8"," 23.5"," 35.0",""
"MEASA","ETHG04","C_Population","2020"," 190.3","16.2"," 174.1"," 206.5",""
"MEASA","ETHG04","D_Proportion_diff","2020","  0.3"," 3.6"," -3.3"," 3.9",""
"MEASA","ETHG04","E_Number_diff","2020"," 2.1"," 7.5"," -5.5"," 9.6",""
"MEASA","ETHG05","A_Proportion","2020","18.8","7.7","11.1","26.4",""
"MEASA","ETHG05","B_Number","2020","  5.7"," 2.5","  3.2","  8.2",""
"MEASA","ETHG05","C_Population","2020","  30.3"," 6.7","  23.6","  37.1",""
"MEASA","ETHG05","D_Proportion_diff","2020","-11.2","12.0","-23.2"," 0.7",""
"MEASA","ETHG05","E_Number_diff","2020","-0.9"," 3.3"," -4.2"," 2.4",""
"MEASA","ETHG06","A_Proportion","2020","11.7","9.9"," 1.8","21.6",""
"MEASA","ETHG06","B_Number","2020","  1.7"," 1.4","  0.2","  3.1",""
"MEASA","ETHG06","C_Population","2020","  14.2"," 3.9","  10.4","  18.1",""
"MEASA","ETHG06","D_Proportion_diff","2020","-15.2","14.4","-29.5","-0.8",""
"MEASA","ETHG06","E_Number_diff","2020","-4.4"," 3.3"," -7.7","-1.1",""
"MEASA","ETHG99","A_Proportion","2020","13.2","1.2","12.0","14.5",""
"MEASA","ETHG99","B_Number","2020","151.2","14.2","137.0","165.4",""
"MEASA","ETHG99","C_Population","2020","1144.1"," "," "," ","NA"
"MEASA","ETHG99","D_Proportion_diff","2020"," -0.3"," 1.6"," -1.9"," 1.2",""
"MEASA","ETHG99","E_Number_diff","2020","-2.1","17.8","-19.9","15.7",""
"MEASA","REGC01","A_Proportion","2020","18.9","7.4","11.5","26.2",""
"MEASA","REGC01","B_Number","2020","  7.9"," 3.4","  4.5"," 11.3",""
"MEASA","REGC01","C_Population","2020","  42.0"," 4.5","  37.5","  46.5",""
"MEASA","REGC01","D_Proportion_diff","2020"," 1.7","10.1"," -8.4","11.7",""
"MEASA","REGC01","E_Number_diff","2020"," 0.0"," 4.6"," -4.7"," 4.6",""
"MEASA","REGC02","A_Proportion","2020","15.4","2.1","13.3","17.5",""
"MEASA","REGC02","B_Number","2020"," 62.5"," 8.8"," 53.7"," 71.3",""
"MEASA","REGC02","C_Population","2020"," 404.6","13.0"," 391.6"," 417.6",""
"MEASA","REGC02","D_Proportion_diff","2020"," 1.8"," 2.6"," -0.8"," 4.4",""
"MEASA","REGC02","E_Number_diff","2020","11.2","10.4","  0.8","21.6",""
"MEASA","REGC03","A_Proportion","2020","13.7","3.3","10.4","16.9",""
"MEASA","REGC03","B_Number","2020"," 16.7"," 4.3"," 12.4"," 21.1",""
"MEASA","REGC03","C_Population","2020"," 122.2"," 7.0"," 115.2"," 129.2",""
"MEASA","REGC03","D_Proportion_diff","2020","-2.4"," 4.7"," -7.1"," 2.4",""
"MEASA","REGC03","E_Number_diff","2020","-2.4"," 6.3"," -8.7"," 3.9",""
"MEASA","REGC04","A_Proportion","2020","11.8","4.1"," 7.7","16.0",""
"MEASA","REGC04","B_Number","2020","  9.3"," 3.3","  6.0"," 12.6",""
"MEASA","REGC04","C_Population","2020","  78.6"," 5.5","  73.0","  84.1",""
"MEASA","REGC04","D_Proportion_diff","2020","-1.8"," 5.6"," -7.4"," 3.8",""
"MEASA","REGC04","E_Number_diff","2020","-1.8"," 4.7"," -6.5"," 2.8",""
"MEASA","REGC05","A_Proportion","2020","12.2","4.7"," 7.5","16.9",""
"MEASA","REGC05","B_Number","2020","  6.1"," 2.5","  3.7","  8.6",""
"MEASA","REGC05","C_Population","2020","  50.3"," 4.8","  45.5","  55.2",""
"MEASA","REGC05","D_Proportion_diff","2020","-3.0"," 6.0"," -9.0"," 2.9",""
"MEASA","REGC05","E_Number_diff","2020","-2.3"," 3.2"," -5.4"," 0.9",""
"MEASA","REGC06","A_Proportion","2020"," 8.5","5.4"," 3.0","13.9",""
"MEASA","REGC06","B_Number","2020","  2.8"," 1.8","  1.0","  4.6",""
"MEASA","REGC06","C_Population","2020","  32.6"," 3.1","  29.5","  35.7",""
"MEASA","REGC06","D_Proportion_diff","2020","-6.9"," 8.2","-15.1"," 1.2",""
"MEASA","REGC06","E_Number_diff","2020","-1.8"," 2.7"," -4.4"," 0.9",""
"MEASA","REGC07","A_Proportion","2020","11.2","4.5"," 6.7","15.7",""
"MEASA","REGC07","B_Number","2020","  6.5"," 2.6","  3.9","  9.1",""
"MEASA","REGC07","C_Population","2020","  57.7"," 4.8","  52.9","  62.5",""
"MEASA","REGC07","D_Proportion_diff","2020","-4.5"," 5.5","-10.0"," 1.0",""
"MEASA","REGC07","E_Number_diff","2020","-3.0"," 3.2"," -6.1"," 0.2",""
"MEASA","REGC08","A_Proportion","2020"," 8.4","2.7"," 5.7","11.1",""
"MEASA","REGC08","B_Number","2020","  9.1"," 2.9","  6.2"," 11.9",""
"MEASA","REGC08","C_Population","2020"," 107.7"," 9.1","  98.6"," 116.8",""
"MEASA","REGC08","D_Proportion_diff","2020","-3.2"," 3.5"," -6.7"," 0.4",""
"MEASA","REGC08","E_Number_diff","2020","-4.1"," 4.1"," -8.2","-0.1",""
"MEASA","REGC09","A_Proportion","2020"," 9.2","4.3"," 4.9","13.5",""
"MEASA","REGC09","B_Number","2020","  3.5"," 1.8","  1.7","  5.3",""
"MEASA","REGC09","C_Population","2020","  38.1"," 5.0","  33.1","  43.1",""
"MEASA","REGC09","D_Proportion_diff","2020","-2.0"," 5.3"," -7.3"," 3.3",""
"MEASA","REGC09","E_Number_diff","2020","-1.1"," 2.3"," -3.4"," 1.2",""
"MEASA","REGC10","A_Proportion","2020","12.3","4.6"," 7.7","16.9",""
"MEASA","REGC10","B_Number","2020"," 17.1"," 5.9"," 11.2"," 23.0",""
"MEASA","REGC10","C_Population","2020"," 138.9","11.3"," 127.6"," 150.2",""
"MEASA","REGC10","D_Proportion_diff","2020"," 3.6"," 5.3"," -1.7"," 8.9",""
"MEASA","REGC10","E_Number_diff","2020"," 5.3"," 7.3"," -2.0","12.6",""
"MEASA","REGC11","A_Proportion","2020","13.9","7.9"," 6.0","21.8",""
"MEASA","REGC11","B_Number","2020","  6.7"," 4.0","  2.7"," 10.6",""
"MEASA","REGC11","C_Population","2020","  47.8"," 6.5","  41.3","  54.3",""
"MEASA","REGC11","D_Proportion_diff","2020","-0.1"," 8.3"," -8.4"," 8.1",""
"MEASA","REGC11","E_Number_diff","2020","-0.6"," 4.2"," -4.8"," 3.6",""
"MEASA","REGC12","A_Proportion","2020","13.1","6.5"," 6.6","19.6",""
"MEASA","REGC12","B_Number","2020","  3.1"," 1.6","  1.5","  4.7",""
"MEASA","REGC12","C_Population","2020","  23.6"," 2.1","  21.4","  25.7",""
"MEASA","REGC12","D_Proportion_diff","2020","-5.6"," 9.1","-14.6"," 3.5",""
"MEASA","REGC12","E_Number_diff","2020","-1.5"," 2.3"," -3.8"," 0.8",""
"MEASA","REGC99","A_Proportion","2020","13.2","1.2","12.0","14.5",""
"MEASA","REGC99","B_Number","2020","151.2","14.2","137.0","165.4",""
"MEASA","REGC99","C_Population","2020","1144.1"," "," "," ","NA"
"MEASA","REGC99","D_Proportion_diff","2020","-0.3"," 1.6"," -1.9"," 1.2",""
"MEASA","REGC99","E_Number_diff","2020","-2.1","17.8","-19.9","15.7",""
"MEASB","DISD01","A_Proportion","2020","21.5","3.6","17.8","25.1",""
"MEASB","DISD01","B_Number","2020"," 24.9"," 4.7"," 20.2"," 29.5",""
"MEASB","DISD01","C_Population","2020"," 115.9"," 8.3"," 107.6"," 124.2",""
"MEASB","DISD01","D_Proportion_diff","2020"," "," "," "," ","NA"
"MEASB","DISD01","E_Number_diff","2020"," "," "," "," ","NA"
"MEASB","DISD02","A_Proportion","2020","17.2","1.4","15.8","18.5",""
"MEASB","DISD02","B_Number","2020","156.8","12.7","144.2","169.5",""
"MEASB","DISD02","C_Population","2020"," 913.4","10.7"," 902.7"," 924.0",""
"MEASB","DISD02","D_Proportion_diff","2020"," "," "," "," ","NA"
"MEASB","DISD02","E_Number_diff","2020"," "," "," "," ","NA"
"MEASB","DISH01","A_Proportion","2020","20.5","2.7","17.9","23.2",""
"MEASB","DISH01","B_Number","2020"," 70.3"," 9.4"," 60.9"," 79.7",""
"MEASB","DISH01","C_Population","2020"," 342.4","16.9"," 325.5"," 359.3",""
"MEASB","DISH01","D_Proportion_diff","2020"," "," "," "," ","NA"
